h,Y,M,D,H,GG,GD,GB,GN,T,RV,H,PS,U,D,N,R,h
6580,2004,10,2,4,0,0,0,0,125,92,83,1334,30,203,6,0,33.45
6581,2004,10,2,5,0,0,0,0,126,92,84,1342,30,203,6,0,33.8
6582,2004,10,2,6,0,0,0,0,114,95,80,1281,40,225,6,0,31.57
6583,2004,10,2,7,0,0,0,0,117,95,81,1306,40,225,6,0,32.13
6584,2004,10,2,8,61,51,10,87,128,94,87,1390,30,225,8,0,34.76
6585,2004,10,2,9,200,106,94,359,147,83,86,1388,40,225,4,0,36.45
6586,2004,10,2,10,278,165,113,290,155,83,91,1462,40,225,5,0,38.53
6587,2004,10,2,11,344,208,136,281,163,75,87,1390,60,225,5,0,38.34
6588,2004,10,2,12,381,236,145,267,156,68,75,1205,60,248,5,0,34.6
6589,2004,10,2,13,286,251,35,62,159,68,76,1229,50,225,9,0,35.16
6590,2004,10,2,14,408,224,184,340,171,61,74,1190,60,225,4,0,35.88
6591,2004,10,2,15,389,183,206,428,162,65,74,1197,60,225,3,0,34.96
6592,2004,10,2,16,217,173,44,116,157,69,77,1231,50,203,8,0,35.21
6593,2004,10,2,17,125,112,13,50,153,73,79,1269,50,203,9,0,35.3
6594,2004,10,2,18,36,34,2,21,142,74,74,1198,30,203,9,0,32.92
6595,2004,10,2,19,0,0,0,0,141,77,77,1239,30,203,6,0,33.57
6596,2004,10,2,20,0,0,0,0,129,79,73,1176,40,180,6,0,31.34
6597,2004,10,2,21,0,0,0,0,122,80,71,1137,40,203,6,0,30.13
6598,2004,10,2,22,0,0,0,0,126,80,73,1167,40,203,6,0,31.04
6599,2004,10,2,23,0,0,0,0,128,80,73,1183,30,203,6,0,31.24
6600,2004,10,2,24,0,0,0,0,131,81,76,1221,40,225,6,0,32.3
6601,2004,10,3,1,0,0,0,0,130,82,76,1228,40,225,8,0,32.2
6602,2004,10,3,2,0,0,0,0,116,91,77,1243,30,203,8,0,31.02
6603,2004,10,3,3,0,0,0,0,115,92,78,1248,30,203,8,0,31.17
6604,2004,10,3,4,0,0,0,0,115,92,78,1248,30,203,8,0,31.17
6605,2004,10,3,5,0,0,0,0,114,92,77,1240,30,180,8,0,30.82
6606,2004,10,3,6,0,0,0,0,116,91,77,1243,30,180,8,0,31.02
6607,2004,10,3,7,0,0,0,0,111,92,76,1216,30,203,8,0,30.26
6608,2004,10,3,8,47,43,4,34,120,91,79,1276,30,203,9,0,31.93
6609,2004,10,3,9,169,114,55,215,138,85,83,1341,40,225,6,0,34.78
6610,2004,10,3,10,286,159,127,332,154,80,87,1400,30,225,4,0,37.42
6611,2004,10,3,11,342,205,137,286,153,79,85,1374,40,225,5,0,36.82
6612,2004,10,3,12,239,220,19,36,160,74,84,1346,40,203,9,0,37.28
6613,2004,10,3,13,256,235,21,38,160,79,89,1437,40,180,9,0,38.54
6614,2004,10,3,14,178,167,11,20,160,76,86,1382,40,203,9,0,37.78
6615,2004,10,3,15,122,116,6,12,162,76,87,1400,40,203,9,0,38.24
6616,2004,10,3,16,114,108,6,17,164,77,89,1436,40,180,9,0,38.95
6617,2004,10,3,17,83,78,5,20,159,78,88,1409,30,180,9,0,38.19
6618,2004,10,3,18,17,16,1,5,151,80,85,1373,20,180,8,0,36.61
6619,2004,10,3,19,0,0,0,0,146,81,84,1346,30,180,8,0,35.85
6620,2004,10,3,20,0,0,0,0,146,81,84,1346,30,180,8,0,35.85
6621,2004,10,3,21,0,0,0,0,141,84,84,1352,30,158,8,0,35.34
6622,2004,10,3,22,0,0,0,0,142,82,83,1328,30,158,8,1,35.19
6623,2004,10,3,23,0,0,0,0,144,79,81,1296,40,180,8,0,34.89
6624,2004,10,3,24,0,0,0,0,143,79,80,1288,30,180,8,0,34.53
6625,2004,10,4,1,0,0,0,0,144,79,81,1296,40,180,9,0,34.89
6626,2004,10,4,2,0,0,0,0,138,81,79,1278,40,180,9,0,33.77
6627,2004,10,4,3,0,0,0,0,135,82,79,1269,40,158,9,0,33.47
6628,2004,10,4,4,0,0,0,0,132,82,77,1244,40,158,9,0,32.66
6629,2004,10,4,5,0,0,0,0,135,78,75,1207,40,180,9,0,32.46
6630,2004,10,4,6,0,0,0,0,133,79,75,1207,60,180,9,0,32.25
6631,2004,10,4,7,0,0,0,0,133,80,76,1222,40,158,9,0,32.51
6632,2004,10,4,8,36,34,2,21,139,79,78,1255,40,180,9,0,33.62
6633,2004,10,4,9,103,95,8,30,151,78,83,1339,50,180,9,0,36.11
6634,2004,10,4,10,297,150,147,390,169,72,86,1386,60,180,4,0,38.7
6635,2004,10,4,11,200,185,15,32,169,70,84,1348,60,180,9,0,38.2
6636,2004,10,4,12,192,179,13,23,173,74,91,1462,60,203,9,0,40.38
6637,2004,10,4,13,258,236,22,39,182,75,98,1568,50,203,9,0,43.06
6638,2004,10,4,14,144,137,7,13,183,75,98,1578,60,225,9,0,43.17
6639,2004,10,4,15,108,103,5,10,188,73,99,1584,50,225,9,0,43.93
6640,2004,10,4,16,58,56,2,4,183,75,98,1578,60,225,9,0,43.17
6641,2004,10,4,17,17,17,0,1,153,88,95,1530,30,293,9,3,39.34
6642,2004,10,4,18,0,0,0,0,148,93,98,1566,10,293,9,17,39.58
6643,2004,10,4,19,0,0,0,0,144,96,98,1575,20,270,9,3,39.17
6644,2004,10,4,20,0,0,0,0,141,95,95,1529,20,270,9,3,38.11
6645,2004,10,4,21,0,0,0,0,138,97,95,1531,10,203,9,0,37.8
6646,2004,10,4,22,0,0,0,0,139,97,96,1541,20,135,9,2,38.15
6647,2004,10,4,23,0,0,0,0,139,98,97,1557,20,158,9,0,38.41
6648,2004,10,4,24,0,0,0,0,139,97,96,1541,20,180,9,1,38.15
6649,2004,10,5,1,0,0,0,0,140,96,96,1535,30,158,9,0,38.26
6650,2004,10,5,2,0,0,0,0,140,96,96,1535,20,158,9,0,38.26
6651,2004,10,5,3,0,0,0,0,140,96,96,1535,10,158,9,0,38.26
6652,2004,10,5,4,0,0,0,0,139,97,96,1541,10,203,9,0,38.15
6653,2004,10,5,5,0,0,0,0,142,97,98,1571,20,248,9,0,38.97
6654,2004,10,5,6,0,0,0,0,141,96,96,1545,20,248,9,0,38.36
6655,2004,10,5,7,0,0,0,0,140,96,96,1535,20,248,9,0,38.26
6656,2004,10,5,8,11,11,0,2,140,96,96,1535,20,225,9,0,38.26
6657,2004,10,5,9,47,45,2,7,144,93,95,1526,30,225,9,0,38.41
6658,2004,10,5,10,153,142,11,31,152,87,94,1503,40,225,9,0,38.98
6659,2004,10,5,11,214,196,18,38,153,80,87,1391,50,225,9,0,37.32
6660,2004,10,5,12,200,186,14,26,150,77,82,1313,50,248,9,0,35.75
6661,2004,10,5,13,281,244,37,67,160,77,87,1400,50,225,8,0,38.04
6662,2004,10,5,14,161,152,9,17,153,79,85,1374,30,225,9,0,36.82
6663,2004,10,5,15,114,109,5,11,152,82,88,1417,30,203,9,0,37.47
6664,2004,10,5,16,75,72,3,8,147,84,87,1405,30,203,9,0,36.71
6665,2004,10,5,17,39,38,1,5,142,88,89,1425,30,203,9,0,36.7
6666,2004,10,5,18,31,29,2,23,132,92,87,1396,30,203,9,0,35.17
6667,2004,10,5,19,0,0,0,0,126,94,85,1372,20,203,9,0,34.06
6668,2004,10,5,20,0,0,0,0,123,94,84,1345,30,203,9,0,33.5
6669,2004,10,5,21,0,0,0,0,124,86,77,1238,30,203,9,0,31.84
6670,2004,10,5,22,0,0,0,0,120,85,74,1192,30,203,9,0,30.68
6671,2004,10,5,23,0,0,0,0,116,86,73,1175,30,203,9,0,30.02
6672,2004,10,5,24,0,0,0,0,109,87,70,1135,30,180,9,0,28.55
6673,2004,10,6,1,0,0,0,0,106,89,71,1138,30,203,6,0,28.49
6674,2004,10,6,2,0,0,0,0,107,91,73,1171,40,203,6,0,29.1
6675,2004,10,6,3,0,0,0,0,112,92,76,1224,40,203,6,0,30.36
6676,2004,10,6,4,0,0,0,0,113,91,76,1219,30,203,6,0,30.46
6677,2004,10,6,5,0,0,0,0,109,91,74,1187,30,203,6,0,29.55
6678,2004,10,6,6,0,0,0,0,109,92,75,1200,30,203,6,0,29.81
6679,2004,10,6,7,0,0,0,0,109,92,75,1200,30,203,6,0,29.81
6680,2004,10,6,8,8,8,0,1,108,92,74,1192,40,203,6,0,29.45
6681,2004,10,6,9,111,102,9,38,128,87,80,1286,50,203,9,0,33
6682,2004,10,6,10,283,149,134,364,142,84,85,1360,50,203,4,0,35.69
6683,2004,10,6,11,397,163,234,505,152,78,84,1347,70,203,2,0,36.46
6684,2004,10,6,12,283,236,47,91,148,72,75,1212,70,225,8,0,33.79
6685,2004,10,6,13,358,241,117,216,162,70,80,1289,50,225,6,0,36.47
6686,2004,10,6,14,356,228,128,247,150,65,69,1109,70,248,6,0,32.48
6687,2004,10,6,15,397,156,241,528,164,52,60,970,60,248,2,0,31.63
6688,2004,10,6,16,200,162,38,107,163,60,69,1112,60,225,8,0,33.8
6689,2004,10,6,17,133,104,29,125,143,70,71,1141,40,203,7,0,32.27
6690,2004,10,6,18,33,31,2,29,126,79,72,1153,40,203,9,0,30.79
6691,2004,10,6,19,0,0,0,0,118,84,72,1163,40,203,6,27,29.97
6692,2004,10,6,20,0,0,0,0,116,93,79,1270,40,248,6,38,31.52
6693,2004,10,6,21,0,0,0,0,97,92,69,1107,40,225,6,0,27.08
6694,2004,10,6,22,0,0,0,0,90,94,67,1079,40,225,6,0,25.86
6695,2004,10,6,23,0,0,0,0,94,92,67,1085,40,203,6,0,26.27
6696,2004,10,6,24,0,0,0,0,98,92,69,1115,40,203,6,0,27.18
6697,2004,10,7,1,0,0,0,0,103,90,70,1128,40,203,7,0,27.94
6698,2004,10,7,2,0,0,0,0,97,92,69,1107,40,203,7,0,27.08
6699,2004,10,7,3,0,0,0,0,102,89,69,1108,40,203,7,0,27.58
6700,2004,10,7,4,0,0,0,0,97,90,67,1083,40,203,7,0,26.57
6701,2004,10,7,5,0,0,0,0,99,90,68,1098,40,203,7,0,27.03
6702,2004,10,7,6,0,0,0,0,96,90,67,1076,40,203,7,0,26.47
6703,2004,10,7,7,0,0,0,0,94,91,67,1073,40,203,7,0,26.27
6704,2004,10,7,8,25,24,1,14,100,91,69,1117,40,203,7,0,27.38
6705,2004,10,7,9,181,97,84,352,124,85,76,1224,40,225,4,0,31.59
6706,2004,10,7,10,308,130,178,491,132,80,75,1214,50,225,2,0,32.15
6707,2004,10,7,11,319,200,119,260,134,78,75,1199,60,225,6,0,32.36
6708,2004,10,7,12,181,170,11,22,120,77,67,1080,50,293,9,1,28.92
6709,2004,10,7,13,244,224,20,37,141,75,75,1207,60,225,9,0,33.07
6710,2004,10,7,14,269,230,39,75,138,71,70,1120,40,248,8,0,31.51
6711,2004,10,7,15,231,201,30,66,139,63,62,1001,40,248,8,0,29.59
6712,2004,10,7,16,194,159,35,100,149,61,64,1034,40,248,8,0,31.12
6713,2004,10,7,17,153,98,55,244,135,66,63,1021,30,270,6,0,29.44
6714,2004,10,7,18,25,24,1,20,119,69,60,961,30,248,7,0,27.05
6715,2004,10,7,19,0,0,0,0,102,75,58,933,20,248,7,0,24.82
6716,2004,10,7,20,0,0,0,0,84,84,57,926,20,225,7,0,22.74
6717,2004,10,7,21,0,0,0,0,81,89,60,961,20,203,7,0,23.19
6718,2004,10,7,22,0,0,0,0,84,87,59,959,10,203,7,0,23.24
6719,2004,10,7,23,0,0,0,0,84,87,59,959,20,203,7,0,23.24
6720,2004,10,7,24,0,0,0,0,73,94,60,961,10,135,7,0,22.37
6721,2004,10,8,1,0,0,0,0,64,96,57,923,10,180,8,0,20.71
6722,2004,10,8,2,0,0,0,0,61,97,57,913,10,180,8,0,20.4
6723,2004,10,8,3,0,0,0,0,65,97,58,939,10,180,8,0,21.06
6724,2004,10,8,4,0,0,0,0,67,97,59,952,10,158,8,0,21.51
6725,2004,10,8,5,0,0,0,0,71,98,61,989,10,270,8,0,22.42
6726,2004,10,8,6,0,0,0,0,76,97,63,1013,10,113,8,0,23.43
6727,2004,10,8,7,0,0,0,0,83,97,66,1062,10,270,8,4,24.9
6728,2004,10,8,8,3,3,0,0,87,98,68,1103,0,360,8,1,25.8
6729,2004,10,8,9,25,25,0,2,93,97,71,1136,10,113,8,0,27.17
6730,2004,10,8,10,131,122,9,24,117,94,80,1293,10,270,9,0,31.88
6731,2004,10,8,11,122,116,6,13,125,92,83,1334,10,270,9,0,33.45
6732,2004,10,8,12,217,200,17,32,135,84,81,1300,20,270,9,0,33.97
6733,2004,10,8,13,250,229,21,40,142,77,78,1247,20,360,9,0,33.93
6734,2004,10,8,14,447,170,277,546,142,74,74,1198,30,360,1,0,32.92
6735,2004,10,8,15,272,201,71,160,149,67,70,1135,30,270,7,0,32.63
6736,2004,10,8,16,222,155,67,194,137,75,73,1176,20,360,6,0,32.16
6737,2004,10,8,17,111,97,14,64,131,74,69,1116,30,360,8,0,30.54
6738,2004,10,8,18,28,26,2,29,109,87,70,1135,20,360,8,0,28.55
6739,2004,10,8,19,0,0,0,0,92,95,69,1106,20,360,8,0,26.57
6740,2004,10,8,20,0,0,0,0,84,96,66,1058,20,360,8,0,25
6741,2004,10,8,21,0,0,0,0,74,97,62,999,10,270,8,0,22.98
6742,2004,10,8,22,0,0,0,0,71,99,62,999,10,270,8,0,22.67
6743,2004,10,8,23,0,0,0,0,61,99,58,932,10,270,8,0,20.65
6744,2004,10,8,24,0,0,0,0,50,99,53,864,10,270,8,0,18.28
6745,2004,10,9,1,0,0,0,0,39,99,49,800,10,270,2,0,16.17
6746,2004,10,9,2,0,0,0,0,38,99,49,794,10,315,2,0,16.06
6747,2004,10,9,3,0,0,0,0,35,99,48,777,20,270,2,0,15.51
6748,2004,10,9,4,0,0,0,0,34,99,48,772,10,315,2,0,15.41
6749,2004,10,9,5,0,0,0,0,39,99,49,800,10,270,2,0,16.17
6750,2004,10,9,6,0,0,0,0,28,99,46,740,10,270,2,0,14.3
6751,2004,10,9,7,0,0,0,0,27,99,45,735,10,315,2,0,13.95
6752,2004,10,9,8,47,37,10,123,52,99,54,876,10,360,7,0,18.74
6753,2004,10,9,9,181,90,91,401,91,96,69,1110,20,45,3,0,26.46
6754,2004,10,9,10,317,113,204,578,117,79,67,1086,30,45,1,0,28.61
6755,2004,10,9,11,436,112,324,724,134,69,66,1061,30,68,0,0,30.09
6756,2004,10,9,12,492,127,365,719,135,63,60,975,30,68,0,0,28.68
6757,2004,10,9,13,483,158,325,619,140,56,55,895,30,45,0,0,27.93
6758,2004,10,9,14,400,197,203,405,132,59,55,895,30,68,3,0,27.12
6759,2004,10,9,15,381,151,230,525,144,51,52,837,40,45,2,0,27.58
6760,2004,10,9,16,294,118,176,519,140,56,55,895,40,45,2,0,27.93
6761,2004,10,9,17,94,86,8,36,126,69,62,1007,30,23,9,0,28.27
6762,2004,10,9,18,28,26,2,35,113,73,61,978,30,23,2,0,26.7
6763,2004,10,9,19,0,0,0,0,99,80,60,976,30,23,2,0,25.02
6764,2004,10,9,20,0,0,0,0,94,84,61,991,30,45,2,0,24.76
6765,2004,10,9,21,0,0,0,0,90,87,62,999,40,45,2,0,24.61
6766,2004,10,9,22,0,0,0,0,84,87,59,959,30,45,2,0,23.24
6767,2004,10,9,23,0,0,0,0,82,88,59,957,30,45,2,0,23.04
6768,2004,10,9,24,0,0,0,0,76,91,59,950,30,45,2,0,22.43
6769,2004,10,10,1,0,0,0,0,71,92,58,928,30,45,0,0,21.67
6770,2004,10,10,2,0,0,0,0,68,94,58,929,40,45,0,0,21.36
6771,2004,10,10,3,0,0,0,0,64,95,57,913,30,45,0,0,20.71
6772,2004,10,10,4,0,0,0,0,60,96,56,898,30,45,0,0,20.05
6773,2004,10,10,5,0,0,0,0,58,96,55,885,30,45,0,0,19.6
6774,2004,10,10,6,0,0,0,0,52,97,53,858,30,45,0,0,18.49
6775,2004,10,10,7,0,0,0,0,50,97,52,846,30,68,0,0,18.03
6776,2004,10,10,8,44,35,9,118,61,95,55,895,30,68,7,0,19.9
6777,2004,10,10,9,178,87,91,406,81,89,60,961,50,90,3,0,23.19
6778,2004,10,10,10,314,110,204,586,102,78,60,971,60,90,1,0,25.33
6779,2004,10,10,11,433,108,325,733,118,65,56,900,70,90,0,0,25.95
6780,2004,10,10,12,508,103,405,808,128,57,52,843,60,90,0,0,25.96
6781,2004,10,10,13,531,102,429,827,132,57,54,865,60,90,0,0,26.87
6782,2004,10,10,14,497,109,388,783,133,52,49,794,70,90,0,0,25.71
6783,2004,10,10,15,375,150,225,521,124,55,49,792,60,90,2,0,24.8
6784,2004,10,10,16,281,121,160,479,122,56,49,796,60,68,2,0,24.59
6785,2004,10,10,17,139,91,48,234,107,62,49,798,40,68,6,0,23.07
6786,2004,10,10,18,19,18,1,20,95,67,49,796,30,68,0,0,21.85
6787,2004,10,10,19,0,0,0,0,85,71,49,788,40,68,0,0,20.84
6788,2004,10,10,20,0,0,0,0,83,71,48,777,40,68,0,0,20.38
6789,2004,10,10,21,0,0,0,0,76,74,48,773,40,68,0,0,19.67
6790,2004,10,10,22,0,0,0,0,73,75,47,767,50,68,0,0,19.12
6791,2004,10,10,23,0,0,0,0,69,76,47,756,60,90,0,0,18.71
6792,2004,10,10,24,0,0,0,0,68,76,46,751,50,90,0,0,18.36
6793,2004,10,11,1,0,0,0,0,61,79,46,744,50,90,0,0,17.65
6794,2004,10,11,2,0,0,0,0,58,81,46,747,50,90,0,0,17.34
6795,2004,10,11,3,0,0,0,0,55,82,46,741,50,90,0,0,17.04
6796,2004,10,11,4,0,0,0,0,51,85,46,747,40,90,0,0,16.63
6797,2004,10,11,5,0,0,0,0,50,86,46,750,40,68,0,0,16.53
6798,2004,10,11,6,0,0,0,0,50,84,45,733,40,90,0,0,16.28
6799,2004,10,11,7,0,0,0,0,45,86,45,725,40,90,0,0,15.78
6800,2004,10,11,8,44,33,11,156,54,85,47,763,50,90,6,0,17.19
6801,2004,10,11,9,178,83,95,434,71,78,49,787,50,90,3,0,19.42
6802,2004,10,11,10,311,107,204,594,90,73,52,838,60,90,1,0,22.1
6803,2004,10,11,11,422,113,309,705,108,66,53,855,70,90,0,0,24.18
6804,2004,10,11,12,494,112,382,771,115,60,50,814,70,113,0,0,24.13
6805,2004,10,11,13,514,114,400,779,119,60,52,836,80,90,0,0,25.04
6806,2004,10,11,14,486,113,373,760,124,58,52,835,80,113,0,0,25.55
6807,2004,10,11,15,406,116,290,679,123,60,53,858,80,90,0,0,25.7
6808,2004,10,11,16,283,114,169,515,117,59,50,811,90,90,2,0,24.34
6809,2004,10,11,17,150,83,67,335,107,60,48,772,80,90,4,0,22.82
6810,2004,10,11,18,22,20,2,33,97,61,45,734,60,90,0,0,21.05
6811,2004,10,11,19,0,0,0,0,91,61,44,705,60,90,0,0,20.19
6812,2004,10,11,20,0,0,0,0,86,63,44,704,70,90,0,0,19.68
6813,2004,10,11,21,0,0,0,0,79,66,43,703,60,90,0,0,18.72
6814,2004,10,11,22,0,0,0,0,75,67,43,695,60,90,0,0,18.32
6815,2004,10,11,23,0,0,0,0,70,69,43,691,70,90,0,0,17.81
6816,2004,10,11,24,0,0,0,0,65,71,42,687,60,90,0,0,17.05
6817,2004,10,12,1,0,0,0,0,58,73,42,673,50,90,2,0,16.34
6818,2004,10,12,2,0,0,0,0,56,74,42,673,50,90,2,0,16.14
6819,2004,10,12,3,0,0,0,0,54,74,41,664,60,90,2,0,15.69
6820,2004,10,12,4,0,0,0,0,51,74,40,650,50,90,2,0,15.13
6821,2004,10,12,5,0,0,0,0,51,75,41,659,40,90,2,0,15.38
6822,2004,10,12,6,0,0,0,0,61,69,40,650,60,113,2,0,16.15
6823,2004,10,12,7,0,0,0,0,59,69,40,641,50,113,2,0,15.94
6824,2004,10,12,8,14,13,1,8,61,69,40,650,60,113,2,0,16.15
6825,2004,10,12,9,47,45,2,9,68,68,42,672,60,113,9,0,17.36
6826,2004,10,12,10,206,153,53,157,82,65,44,707,70,135,7,0,19.28
6827,2004,10,12,11,389,138,251,580,91,65,46,751,60,113,1,0,20.69
6828,2004,10,12,12,464,136,328,668,102,61,47,759,60,135,0,0,22.06
6829,2004,10,12,13,458,162,296,582,115,61,51,828,60,135,1,0,24.39
6830,2004,10,12,14,456,137,319,658,114,60,50,809,70,135,0,0,24.03
6831,2004,10,12,15,372,140,232,551,117,61,52,839,60,135,1,0,24.84
6832,2004,10,12,16,264,122,142,442,120,61,53,856,60,113,3,0,25.4
6833,2004,10,12,17,119,88,31,162,117,63,54,866,50,113,7,0,25.34
6834,2004,10,12,18,6,6,0,3,110,68,55,893,40,135,2,0,24.88
6835,2004,10,12,19,0,0,0,0,109,66,53,861,50,135,2,0,24.28
6836,2004,10,12,20,0,0,0,0,103,66,51,827,50,135,2,0,23.17
6837,2004,10,12,21,0,0,0,0,96,69,51,825,50,135,2,0,22.46
6838,2004,10,12,22,0,0,0,0,90,73,52,838,40,135,2,0,22.1
6839,2004,10,12,23,0,0,0,0,84,75,51,827,40,135,2,0,21.24
6840,2004,10,12,24,0,0,0,0,80,78,52,837,40,135,2,0,21.08
6841,2004,10,13,1,0,0,0,0,76,79,51,825,40,135,7,0,20.42
6842,2004,10,13,2,0,0,0,0,72,81,51,823,40,135,7,0,20.02
6843,2004,10,13,3,0,0,0,0,72,82,52,833,40,135,7,0,20.27
6844,2004,10,13,4,0,0,0,0,71,84,52,847,40,135,7,0,20.17
6845,2004,10,13,5,0,0,0,0,70,85,53,852,30,158,7,0,20.32
6846,2004,10,13,6,0,0,0,0,70,87,54,872,40,135,7,0,20.57
6847,2004,10,13,7,0,0,0,0,74,87,56,896,30,158,7,0,21.47
6848,2004,10,13,8,42,33,9,145,80,87,58,933,40,158,8,0,22.59
6849,2004,10,13,9,81,75,6,27,88,88,62,997,40,158,9,0,24.4
6850,2004,10,13,10,142,131,11,33,102,90,70,1120,30,158,9,0,27.84
6851,2004,10,13,11,214,190,24,56,123,84,75,1202,40,180,9,0,31.23
6852,2004,10,13,12,258,219,39,81,134,82,78,1261,40,180,8,0,33.11
6853,2004,10,13,13,433,176,257,511,144,76,78,1247,50,158,2,0,34.13
6854,2004,10,13,14,344,206,138,289,150,77,82,1313,40,158,5,0,35.75
6855,2004,10,13,15,242,188,54,129,154,70,76,1225,50,180,8,0,34.65
6856,2004,10,13,16,208,141,67,212,154,70,76,1225,40,158,6,0,34.65
6857,2004,10,13,17,144,77,67,358,147,73,76,1221,40,158,4,0,33.93
6858,2004,10,13,18,11,10,1,14,131,77,72,1161,30,158,7,0,31.3
6859,2004,10,13,19,0,0,0,0,125,79,71,1145,30,135,7,0,30.43
6860,2004,10,13,20,0,0,0,0,125,80,72,1160,30,135,7,0,30.68
6861,2004,10,13,21,0,0,0,0,124,83,74,1195,40,135,7,0,31.08
6862,2004,10,13,22,0,0,0,0,122,82,72,1165,40,135,7,0,30.38
6863,2004,10,13,23,0,0,0,0,121,83,73,1172,50,135,7,0,30.53
6864,2004,10,13,24,0,0,0,0,119,85,74,1184,50,135,7,0,30.57
6865,2004,10,14,1,0,0,0,0,119,85,74,1184,50,135,9,0,30.57
6866,2004,10,14,2,0,0,0,0,122,85,75,1208,40,158,9,0,31.13
6867,2004,10,14,3,0,0,0,0,115,87,73,1181,40,135,9,0,29.91
6868,2004,10,14,4,0,0,0,0,110,89,73,1168,50,135,9,0,29.4
6869,2004,10,14,5,0,0,0,0,110,89,73,1168,40,135,9,0,29.4
6870,2004,10,14,6,0,0,0,0,112,87,72,1157,50,135,9,0,29.36
6871,2004,10,14,7,0,0,0,0,107,89,71,1145,40,135,9,0,28.6
6872,2004,10,14,8,6,6,0,2,114,89,75,1200,40,158,9,0,30.32
6873,2004,10,14,9,47,45,2,10,119,88,76,1226,50,158,9,0,31.08
6874,2004,10,14,10,197,149,48,147,131,84,79,1266,70,158,7,0,33.06
6875,2004,10,14,11,264,191,73,174,137,79,77,1239,50,180,7,0,33.17
6876,2004,10,14,12,131,125,6,13,139,72,71,1144,50,180,9,0,31.86
6877,2004,10,14,13,164,154,10,20,142,69,69,1117,50,180,9,0,31.66
6878,2004,10,14,14,150,141,9,18,141,67,67,1078,70,180,9,0,31.06
6879,2004,10,14,15,142,133,9,22,141,67,67,1078,40,180,9,0,31.06
6880,2004,10,14,16,119,111,8,27,138,70,69,1105,50,180,9,0,31.25
6881,2004,10,14,17,44,42,2,11,136,70,68,1090,40,180,9,0,30.8
6882,2004,10,14,18,3,3,0,1,130,74,69,1108,30,158,9,0,30.44
6883,2004,10,14,19,0,0,0,0,125,75,67,1087,30,158,9,0,29.43
6884,2004,10,14,20,0,0,0,0,122,78,69,1109,20,135,9,0,29.62
6885,2004,10,14,21,0,0,0,0,120,79,69,1108,30,135,9,0,29.42
6886,2004,10,14,22,0,0,0,0,114,83,69,1119,20,135,9,0,28.81
6887,2004,10,14,23,0,0,0,0,117,79,67,1086,40,158,9,0,28.61
6888,2004,10,14,24,0,0,0,0,109,85,69,1108,30,158,9,0,28.3
6889,2004,10,15,1,0,0,0,0,109,84,68,1095,40,158,6,0,28.05
6890,2004,10,15,2,0,0,0,0,106,85,67,1087,30,158,6,0,27.49
6891,2004,10,15,3,0,0,0,0,102,87,67,1083,40,158,6,0,27.08
6892,2004,10,15,4,0,0,0,0,101,88,68,1088,40,158,6,0,27.23
6893,2004,10,15,5,0,0,0,0,95,92,68,1092,30,158,6,0,26.62
6894,2004,10,15,6,0,0,0,0,95,90,66,1069,30,180,6,0,26.12
6895,2004,10,15,7,0,0,0,0,95,88,65,1045,30,158,6,0,25.87
6896,2004,10,15,8,28,24,4,72,98,85,64,1030,40,180,6,0,25.92
6897,2004,10,15,9,69,65,4,22,102,84,65,1045,40,180,9,0,26.58
6898,2004,10,15,10,147,135,12,37,104,80,63,1009,40,180,9,0,26.28
6899,2004,10,15,11,239,189,50,119,118,79,68,1094,50,180,8,0,28.96
6900,2004,10,15,12,411,165,246,520,125,70,63,1015,50,180,2,0,28.42
6901,2004,10,15,13,400,189,211,430,128,65,60,961,50,158,3,0,27.97
6902,2004,10,15,14,258,212,46,99,126,64,58,934,40,180,8,0,27.26
6903,2004,10,15,15,347,142,205,508,127,60,55,881,40,158,2,0,26.61
6904,2004,10,15,16,219,131,88,291,125,63,57,913,30,158,5,0,26.91
6905,2004,10,15,17,83,76,7,40,108,72,58,933,20,135,9,0,25.43
6906,2004,10,15,18,6,6,0,8,87,87,61,979,0,360,6,0,24.05
6907,2004,10,15,19,0,0,0,0,80,92,61,987,0,360,6,0,23.34
6908,2004,10,15,20,0,0,0,0,92,90,65,1047,20,225,6,4,25.56
6909,2004,10,15,21,0,0,0,0,87,92,64,1035,20,270,6,1,24.8
6910,2004,10,15,22,0,0,0,0,83,94,64,1029,20,180,6,21,24.39
6911,2004,10,15,23,0,0,0,0,79,95,63,1012,10,203,6,40,23.74
6912,2004,10,15,24,0,0,0,0,77,97,63,1020,40,225,6,22,23.53
6913,2004,10,16,1,0,0,0,0,77,97,63,1020,20,203,9,2,23.53
6914,2004,10,16,2,0,0,0,0,78,97,64,1027,10,135,9,0,23.89
6915,2004,10,16,3,0,0,0,0,78,98,64,1037,20,180,9,0,23.89
6916,2004,10,16,4,0,0,0,0,76,97,63,1013,30,203,9,0,23.43
6917,2004,10,16,5,0,0,0,0,70,95,59,952,30,180,9,0,21.82
6918,2004,10,16,6,0,0,0,0,67,95,58,932,30,180,9,0,21.26
6919,2004,10,16,7,0,0,0,0,66,94,57,916,40,180,9,0,20.91
6920,2004,10,16,8,8,8,0,5,68,93,57,919,30,180,9,0,21.11
6921,2004,10,16,9,17,17,0,1,71,93,58,938,30,180,9,0,21.67
6922,2004,10,16,10,31,30,1,2,76,91,59,950,30,180,9,0,22.43
